department,province,district,ubigeo,poblacion,sfca_index_per_10k,t_medio_min,n_facilities_in_catchment
APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,030217,2144.0,0.0,67.50690298507463,0.0
APURIMAC,ANDAHUAYLAS,TURPO,030218,4127.0,2.908790939561163,51.443332874969705,3.0
APURIMAC,ANTABAMBA,ANTABAMBA,030301,3167.0,0.0,109.68609384559521,0.0
APURIMAC,ANTABAMBA,EL ORO,030302,516.0,0.0,81.21707476744186,0.0
APURIMAC,ANTABAMBA,HUAQUIRCA,030303,1463.0,0.0,137.57701964456595,0.0
APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,030304,1974.0,0.0,79.81316401722391,0.0
APURIMAC,ANTABAMBA,OROPESA,030305,2506.0,0.0,137.00619142857144,0.0
APURIMAC,ANTABAMBA,PACHACONAS,030306,1174.0,0.0,107.45006129897784,0.0
APURIMAC,ANTABAMBA,SABAINO,030307,1455.0,0.0,112.16086405498282,0.0
APURIMAC,AYMARAES,CAPAYA,030402,729.0,26.39147146623082,28.76299738271605,1.0
APURIMAC,AYMARAES,CARAYBAMBA,030403,1295.0,41.638960492252245,16.531695167567566,1.0
APURIMAC,AYMARAES,CHALHUANCA,030401,4560.0,51.042988467623395,2.851098251535088,1.0
APURIMAC,AYMARAES,CHAPIMARCA,030404,2221.0,8.465610863747182,56.94716240882486,0.0
APURIMAC,AYMARAES,COLCABAMBA,030405,819.0,8.254309394036248,47.23027053846153,1.0
APURIMAC,AYMARAES,COTARUSE,030406,4045.0,33.292340623253985,26.442022778986402,1.0
APURIMAC,AYMARAES,HUAYLLO,030407,660.0,23.906471373844727,30.72465084848485,1.0
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,030408,1037.0,2.1288208003381546,60.31522318997108,0.5
APURIMAC,AYMARAES,LUCRE,030409,2070.0,0.0,69.87738183816425,0.0
APURIMAC,AYMARAES,POCOHUANCA,030410,1158.0,0.0,88.57487941278066,0.0
APURIMAC,AYMARAES,SAN JUAN DE CHACNA,030411,908.0,0.0,64.29937016740088,0.0
APURIMAC,AYMARAES,SANAYCA,030412,1299.0,33.96120174365144,22.837609033102385,1.0
APURIMAC,AYMARAES,SORAYA,030413,771.0,43.400194744335884,14.539377225680935,1.0
APURIMAC,AYMARAES,TAPAIRIHUA,030414,2131.0,5.044659157299591,53.16649335617081,1.0
APURIMAC,AYMARAES,TINTAY,030415,3091.0,1.4136954139170756,79.82845176803623,0.5
APURIMAC,AYMARAES,TORAYA,030416,1690.0,13.709648775106674,40.26805720710059,1.0
APURIMAC,AYMARAES,YANACA,030417,1182.0,0.0,69.48714347208123,0.0
APURIMAC,CHINCHEROS,ANCO_HUALLO,030602,11122.0,13.06942607305032,14.114543304171912,1.0
APURIMAC,CHINCHEROS,CHINCHEROS,030601,5706.0,15.390199730149357,2.2310544498072207,1.0
APURIMAC,CHINCHEROS,COCHARCAS,030603,2254.0,0.3082557412995321,62.988178387755106,0.5
APURIMAC,CHINCHEROS,HUACCANA,030604,9194.0,3.42195999745174,54.87437266238851,0.5
APURIMAC,CHINCHEROS,OCOBAMBA,030605,8020.0,6.659766807100799,43.40395050822943,3.0
APURIMAC,CHINCHEROS,ONGOY,030606,8054.0,0.5062778446384522,68.43273054786441,0.0
APURIMAC,CHINCHEROS,RANRACANCHA,030608,4642.0,5.303646643629911,35.910616369237395,1.0
APURIMAC,CHINCHEROS,URANMARCA,030607,3040.0,1.2693655811040434,57.43677880032895,1.0
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,030506,7417.0,2.574662355176182,68.77852459067009,0.5
APURIMAC,COTABAMBAS,COTABAMBAS,030502,4229.0,0.0,79.59739415417357,0.0
APURIMAC,COTABAMBAS,COYLLURQUI,030503,7547.0,0.0,112.69798704783358,0.0
APURIMAC,COTABAMBAS,HAQUIRA,030504,11402.0,2.915333092650001,55.12854460322751,1.0
APURIMAC,COTABAMBAS,MARA,030505,6141.0,6.3679107153602255,41.19942469418662,1.0
APURIMAC,COTABAMBAS,TAMBOBAMBA,030501,10315.0,19.57416924887557,15.827997207319436,1.0
APURIMAC,GRAU,CHUQUIBAMBILLA,030701,5495.0,0.0,104.93061601455868,0.0
APURIMAC,GRAU,CURASCO,030714,1469.0,0.0,78.42961963240299,0.0
APURIMAC,GRAU,CURPAHUASI,030702,2346.0,0.0,123.34441788576298,0.0
APURIMAC,GRAU,GAMARRA,030703,3965.0,0.0,115.14510931904161,0.0
APURIMAC,GRAU,HUAYLLATI,030704,1830.0,0.0,93.32507379781421,0.0
APURIMAC,GRAU,MAMARA,030705,938.0,0.0,127.27614289978679,0.0
APURIMAC,GRAU,MICAELA BASTIDAS,030706,1255.0,0.0,100.6702470119522,0.0
APURIMAC,GRAU,PATAYPAMPA,030707,1049.0,0.0,143.5952414775977,0.0
APURIMAC,GRAU,PROGRESO,030708,2723.0,4.280974200595151,47.55300800954829,0.5
APURIMAC,GRAU,SAN ANTONIO,030709,361.0,0.0,110.4876916842105,0.0
APURIMAC,GRAU,SANTA ROSA,030710,873.0,0.0,125.30512616265753,0.0
APURIMAC,GRAU,TURPAY,030711,849.0,0.0,155.34459363957598,0.0
APURIMAC,GRAU,VILCABAMBA,030712,1213.0,0.0,105.19373072547403,0.0
APURIMAC,GRAU,VIRUNDO,030713,998.0,0.0,168.0985801603206,0.0
AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,040102,72696.0,34.88167786952174,5.0866666,32.0
AREQUIPA,AREQUIPA,AREQUIPA,040101,61519.0,37.08544769620978,1.7483333,32.0
AREQUIPA,AREQUIPA,CAYMA,040103,75359.0,35.7745546399324,1.9707361510158041,16.0
AREQUIPA,AREQUIPA,CERRO COLORADO,040104,113171.0,30.51999688429017,5.828625194806974,32.0
AREQUIPA,AREQUIPA,CHARACATO,040105,7307.0,26.680827012754165,12.047245853291365,32.0
AREQUIPA,AREQUIPA,CHIGUATA,040106,2689.0,23.31647273608152,17.402031778356267,32.0
AREQUIPA,AREQUIPA,JACOBO HUNTER,040107,46092.0,32.91162635475617,9.796667,32.0
AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,040129,76410.0,34.25534299357748,2.5183334,32.0
AREQUIPA,AREQUIPA,LA JOYA,040108,25094.0,0.19201644696799594,61.186920772933775,1.0
AREQUIPA,AREQUIPA,MARIANO MELGAR,040109,52144.0,36.390531577080736,2.9783332,32.0
AREQUIPA,AREQUIPA,MIRAFLORES,040110,50704.0,36.888132902803164,1.8033333,32.0
AREQUIPA,AREQUIPA,MOLLEBAYA,040111,1410.0,21.305214048880288,18.743581327659577,32.0
AREQUIPA,AREQUIPA,PAUCARPATA,040112,120446.0,34.90024039277067,2.45,32.0
AREQUIPA,AREQUIPA,POCSI,040113,613.0,5.810348652350982,40.81918866884176,31.0
AREQUIPA,AREQUIPA,POLOBAYA,040114,1445.0,5.156207702429034,40.97193568858132,31.0
AREQUIPA,AREQUIPA,QUEQUENA,040115,1262.0,15.600659511573491,25.53242250396196,32.0
AREQUIPA,AREQUIPA,SABANDIA,040116,3752.0,29.52981561161365,8.698555475479745,32.0
AREQUIPA,AREQUIPA,SACHACA,040117,17537.0,34.493836622733085,6.52087643268518,32.0
AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,040118,1298.0,5.934131518551535,17.74831278890601,1.0
AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,040119,2103.0,0.0,134.5304417736567,0.0
AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,040120,1268.0,5.833160881060434,18.340560228706625,1.0
AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,040121,4459.0,1.9836985804088694,40.480113047320025,1.0
AREQUIPA,AREQUIPA,SOCABAYA,040122,60641.0,32.579692391018526,8.470126851461883,32.0
AREQUIPA,AREQUIPA,TIABAYA,040123,15131.0,30.04579546509618,12.192750871389862,32.0
AREQUIPA,AREQUIPA,UCHUMAYO,040124,12216.0,24.782374328871143,18.316701608709888,32.0
AREQUIPA,AREQUIPA,VITOR,040125,3003.0,1.4712844220081294,44.63330482317682,1.0
AREQUIPA,AREQUIPA,YANAHUARA,040126,22920.0,35.94893489304245,2.228488162041885,16.0
AREQUIPA,AREQUIPA,YARABAMBA,040127,1031.0,15.136689021007609,26.218575796314262,32.0
AREQUIPA,AREQUIPA,YURA,040128,16020.0,19.97907951283278,20.922711463920102,32.0
AREQUIPA,CAMANA,CAMANA,040201,15215.0,0.0,72.6509048872823,0.0
AREQUIPA,CAMANA,JOSE MARIA QUIMPER,040202,3919.0,0.0,81.08011662924216,0.0
AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,040203,4397.0,0.0,191.67142949056174,0.0
AREQUIPA,CAMANA,MARISCAL CACERES,040204,5983.0,0.0,86.50543940665219,0.0
AREQUIPA,CAMANA,NICOLAS DE PIEROLA,040205,6065.0,0.15224511366077373,74.20487056883759,0.0
AREQUIPA,CAMANA,OCONA,040206,4686.0,0.0,125.82384888924456,0.0
AREQUIPA,CAMANA,QUILCA,040207,846.0,0.0,68.36744510638299,0.0
AREQUIPA,CAMANA,SAMUEL PASTOR,040208,14023.0,0.0,70.80373624509734,0.0
AREQUIPA,CARAVELI,ACARI,040302,4020.0,0.0,65.11797551243781,0.0
AREQUIPA,CARAVELI,ATICO,040303,4164.0,0.0,147.8358317603266,0.0
AREQUIPA,CARAVELI,ATIQUIPA,040304,781.0,3.175275822268703,59.49625458514724,0.5
AREQUIPA,CARAVELI,BELLA UNION,040305,4529.0,0.0,77.5569821594171,0.0
AREQUIPA,CARAVELI,CAHUACHO,040306,881.0,0.0,87.46324015891034,0.0
AREQUIPA,CARAVELI,CARAVELI,040301,3929.0,0.0,156.55265850852632,0.0
AREQUIPA,CARAVELI,CHALA,040307,5237.0,0.0,82.30601491884666,0.0
AREQUIPA,CARAVELI,CHAPARRA,040308,3876.0,0.0,133.666115371001,0.0
AREQUIPA,CARAVELI,HUANUHUANU,040309,2539.0,0.0,119.72626158330051,0.0
AREQUIPA,CARAVELI,JAQUI,040310,1741.0,66.73756897748787,5.205772609419873,1.0
AREQUIPA,CARAVELI,LOMAS,040311,1183.0,0.4292927533484791,58.703296404902794,1.0
AREQUIPA,CARAVELI,QUICACHA,040312,1885.0,0.0,109.72497935172414,0.0
AREQUIPA,CARAVELI,YAUCA,040313,1708.0,25.982054135015137,34.87530036885246,1.0
AREQUIPA,CASTILLA,ANDAGUA,040402,1340.0,0.0,128.2941974664179,0.0
AREQUIPA,CASTILLA,APLAO,040401,9277.0,16.9342902966928,13.552815522561172,1.0
AREQUIPA,CASTILLA,AYO,040403,360.0,0.0,169.44906905555555,0.0
AREQUIPA,CASTILLA,CHACHAS,040404,2280.0,0.0,163.22853614035088,0.0
AREQUIPA,CASTILLA,CHILCAYMARCA,040405,842.0,0.0,181.83716988123516,0.0
AREQUIPA,CASTILLA,CHOCO,040406,1120.0,0.0,265.1388819196428,0.0
AREQUIPA,CASTILLA,HUANCARQUI,040407,1445.0,20.010038652190794,7.415338825605537,1.0
AREQUIPA,CASTILLA,MACHAGUAY,040408,921.0,0.0,79.0579722204126,0.0
AREQUIPA,CASTILLA,ORCOPAMPA,040409,8355.0,0.0,173.41297902333932,0.0
AREQUIPA,CASTILLA,PAMPACOLCA,040410,3188.0,0.0,86.28723377352571,0.0
AREQUIPA,CASTILLA,TIPAN,040411,591.0,1.5172104034329053,56.528854629441625,1.0
AREQUIPA,CASTILLA,UNON,040412,366.0,0.0,77.46082516393443,0.0
AREQUIPA,CASTILLA,URACA,040413,7201.0,13.492598248590717,23.17631530343008,1.0
AREQUIPA,CASTILLA,VIRACO,040414,2096.0,0.0,68.6402446230916,0.0
AREQUIPA,CAYLLOMA,ACHOMA,040502,1139.0,0.0,201.29522999122037,0.0
AREQUIPA,CAYLLOMA,CABANACONDE,040503,2842.0,0.0,215.6881175228712,0.0
AREQUIPA,CAYLLOMA,CALLALLI,040504,2478.0,0.0,176.08586581920903,0.0
AREQUIPA,CAYLLOMA,CAYLLOMA,040505,4476.0,0.0,125.20689493967825,0.0
AREQUIPA,CAYLLOMA,CHIVAY,040501,6543.0,0.0,182.96425165214734,0.0
AREQUIPA,CAYLLOMA,COPORAQUE,040506,1393.0,0.0,193.29059179468774,0.0
AREQUIPA,CAYLLOMA,HUAMBO,040507,895.0,0.0,160.42703787709496,0.0
AREQUIPA,CAYLLOMA,HUANCA,040508,1841.0,0.0,115.05077869092884,0.0
AREQUIPA,CAYLLOMA,ICHUPAMPA,040509,757.0,0.0,196.930425336856,0.0
AREQUIPA,CAYLLOMA,LARI,040510,1373.0,0.0,213.42358036416607,0.0
AREQUIPA,CAYLLOMA,LLUTA,040511,1446.0,0.0,116.64136248271093,0.0
AREQUIPA,CAYLLOMA,MACA,040512,916.0,0.0,213.4608362445415,0.0
AREQUIPA,CAYLLOMA,MADRIGAL,040513,705.0,0.0,223.52028361702125,0.0
AREQUIPA,CAYLLOMA,MAJES,040520,38534.0,6.928848982931848,11.164792948441637,1.0
AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,040514,1423.0,0.0,150.1454617498243,0.0
AREQUIPA,CAYLLOMA,SIBAYO,040515,801.0,0.0,153.85619214731588,0.0
AREQUIPA,CAYLLOMA,TAPAY,040516,671.0,0.0,247.05234459016395,0.0
AREQUIPA,CAYLLOMA,TISCO,040517,1811.0,0.0,129.98607251794587,0.0
AREQUIPA,CAYLLOMA,TUTI,040518,889.0,0.0,189.88196287964004,0.0
AREQUIPA,CAYLLOMA,YANQUE,040519,2324.0,0.0,172.6985836273666,0.0
AREQUIPA,CONDESUYOS,ANDARAY,040602,719.0,0.0,103.7348416828929,0.0
AREQUIPA,CONDESUYOS,CAYARANI,040603,3691.0,3.93319719712892,34.2887948574912,1.0
AREQUIPA,CONDESUYOS,CHICHAS,040604,832.0,0.0,234.7079579086539,0.0
AREQUIPA,CONDESUYOS,CHUQUIBAMBA,040601,3618.0,3.042129907426051,48.61376071641791,1.0
AREQUIPA,CONDESUYOS,IRAY,040605,716.0,5.585780878791367,39.98873655865922,1.0
AREQUIPA,CONDESUYOS,RIO GRANDE,040606,3581.0,0.0,179.77090350740016,0.0
AREQUIPA,CONDESUYOS,SALAMANCA,040607,1060.0,0.0,200.75715243396226,0.0
AREQUIPA,CONDESUYOS,YANAQUIHUA,040608,4964.0,0.0,136.9805831385979,0.0
AREQUIPA,ISLAY,COCACHACRA,040702,9346.0,7.340889459496917,38.340812112133534,2.0
AREQUIPA,ISLAY,DEAN VALDIVIA,040703,6596.0,12.018625885037016,28.5904914094906,2.0
AREQUIPA,ISLAY,ISLAY,040704,4838.0,21.04570704307107,12.197477261264984,2.0
AREQUIPA,ISLAY,MEJIA,040705,1139.0,18.751674736259954,16.90794403599649,2.0
AREQUIPA,ISLAY,MOLLENDO,040701,24033.0,23.83974222061981,1.611653941492947,2.0
AREQUIPA,ISLAY,PUNTA DE BOMBON,040706,6621.0,8.457842891814497,35.19510752333484,2.0
AREQUIPA,LA UNION,ALCA,040802,2373.0,0.0,229.3849407922461,0.0
AREQUIPA,LA UNION,CHARCANA,040803,647.0,0.0,244.62377170015458,0.0
AREQUIPA,LA UNION,COTAHUASI,040801,3030.0,0.0,213.9187789108911,0.0
AREQUIPA,LA UNION,HUAYNACOTAS,040804,2476.0,0.0,235.97670840872374,0.0
AREQUIPA,LA UNION,PAMPAMARCA,040805,1430.0,0.0,232.2083964825175,0.0
AREQUIPA,LA UNION,PUYCA,040806,2878.0,0.0,183.0666686831133,0.0
AREQUIPA,LA UNION,QUECHUALLA,040807,278.0,0.0,271.13668485611515,0.0
AREQUIPA,LA UNION,SAYLA,040808,533.0,0.0,266.4350048780488,0.0
AREQUIPA,LA UNION,TAURIA,040809,343.0,0.0,262.01619306122444,0.0
AREQUIPA,LA UNION,TOMEPAMPA,040810,903.0,0.0,235.99635395348838,0.0
AREQUIPA,LA UNION,TORO,040811,1005.0,0.0,213.26955557213932,0.0
AYACUCHO,CANGALLO,CANGALLO,050201,6771.0,13.943793480243654,5.321892637306158,1.0
AYACUCHO,CANGALLO,CHUSCHI,050202,8265.0,0.0,86.12861733502722,0.0
AYACUCHO,CANGALLO,LOS MOROCHUCOS,050203,8301.0,10.553327940326646,19.434366184917476,1.0
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,050204,2831.0,2.759064097491411,45.43652176510067,1.0
AYACUCHO,CANGALLO,PARAS,050205,4956.0,0.0,152.10387418482642,0.0
AYACUCHO,CANGALLO,TOTOS,050206,4034.0,0.0,142.1609299925632,0.0
AYACUCHO,HUAMANGA,ACOCRO,050102,8953.0,0.3460990800872015,68.88336213738413,1.5
AYACUCHO,HUAMANGA,ACOS VINCHOS,050103,5125.0,2.124123186890862,45.762142275902434,5.0
AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,050116,35000.0,12.92421622185601,2.8816667,6.0
AYACUCHO,HUAMANGA,AYACUCHO,050101,102417.0,12.781929550522223,3.6465488135270516,6.0
AYACUCHO,HUAMANGA,CARMEN ALTO,050104,8510.0,12.155125313174759,6.690921404230317,5.5
AYACUCHO,HUAMANGA,CHIARA,050105,6449.0,4.632869653011564,36.951347489533255,3.0
AYACUCHO,HUAMANGA,JESUS NAZARENO,050115,15610.0,12.790186061240282,2.4217282239077518,6.0
AYACUCHO,HUAMANGA,OCROS,050106,6432.0,0.0,94.42860726368157,0.0
AYACUCHO,HUAMANGA,PACAYCASA,050107,3863.0,5.041086162597329,33.36031400698939,6.0
AYACUCHO,HUAMANGA,QUINUA,050108,6659.0,4.883248858510749,35.91104223261751,6.0
AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,050109,2527.0,8.865264183777468,22.779490573011476,5.5
AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,050110,38522.0,12.870519928205733,3.5881117298115357,5.5
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,050111,1473.0,1.0151604542154988,61.493317325865576,0.0
AYACUCHO,HUAMANGA,SOCOS,050112,7023.0,3.3285335155223756,39.3572847966681,5.0
AYACUCHO,HUAMANGA,TAMBILLO,050113,5068.0,3.1516885305157825,38.46151471665351,5.0
AYACUCHO,HUAMANGA,VINCHOS,050114,15740.0,0.7316921286076665,65.63284906008047,2.5
AYACUCHO,HUANCA SANCOS,CARAPO,050302,2618.0,0.0,94.91187501909855,0.0
AYACUCHO,HUANCA SANCOS,SACSAMARCA,050303,1797.0,0.0,117.33973634947134,0.0
AYACUCHO,HUANCA SANCOS,SANCOS,050301,3771.0,0.0,126.16478125696104,0.0
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,050304,2675.0,0.0,107.96973256074767,0.0
AYACUCHO,HUANTA,AYAHUANCO,050402,8646.0,0.0,264.7692380337728,0.0
AYACUCHO,HUANTA,CANAYRE,050409,2593.0,0.43266112401474577,64.21982727458541,1.0
AYACUCHO,HUANTA,HUAMANGUILLA,050403,5200.0,7.127937535773224,23.52672547192308,6.0
AYACUCHO,HUANTA,HUANTA,050401,36299.0,5.635009268886316,1.5993026869899998,6.0
AYACUCHO,HUANTA,IGUAIN,050404,2697.0,6.604801148564638,11.023195641082685,6.0
AYACUCHO,HUANTA,LLOCHEGUA,050408,10944.0,6.2745845830560345,39.54849879477339,3.0
AYACUCHO,HUANTA,LURICOCHA,050405,5060.0,4.132073326784348,12.227463091225296,2.0
AYACUCHO,HUANTA,SANTILLANA,050406,7215.0,0.19306125103863475,70.61059301455302,1.0
AYACUCHO,HUANTA,SIVIA,050407,11956.0,14.145677433938184,11.103100227475746,3.0
AYACUCHO,HUANTA,UCHURACCAY,050410,3925.0,1.5489942265230232,50.91362216305732,2.0
AYACUCHO,LA MAR,ANCHIHUAY,050510,5159.0,0.0,66.00057909866253,0.0
AYACUCHO,LA MAR,ANCO,050502,10485.0,0.0,81.0166238483548,0.0
AYACUCHO,LA MAR,AYNA,050503,10231.0,16.238390907647823,9.037020861028246,3.0
AYACUCHO,LA MAR,CHILCAS,050504,2617.0,0.6839277174181604,58.90840738211692,0.5
AYACUCHO,LA MAR,CHUNGUI,050505,6254.0,0.0,150.54453632395268,0.0
AYACUCHO,LA MAR,LUIS CARRANZA,050506,1209.0,3.6434394809012605,48.45464846980976,0.5
AYACUCHO,LA MAR,SAMUGARI,050509,8572.0,1.6463725042492008,56.88647230284647,2.0
AYACUCHO,LA MAR,SAN MIGUEL,050501,10880.0,22.713062580473224,10.2929500521875,1.0
AYACUCHO,LA MAR,SANTA ROSA,050507,14354.0,5.8644047280522935,35.651948461613486,2.5
AYACUCHO,LA MAR,TAMBO,050508,18260.0,18.986151257149963,18.54504416894852,1.0
AYACUCHO,LUCANAS,AUCARA,050602,4400.0,0.0,91.50091048409091,0.0
AYACUCHO,LUCANAS,CABANA,050603,3252.0,0.0,67.40285118204181,0.0
AYACUCHO,LUCANAS,CARMEN SALCEDO,050604,3427.0,2.0783614528439047,50.5179637198716,1.0
AYACUCHO,LUCANAS,CHAVINA,050605,2391.0,19.228456352304942,11.083136169385194,2.0
AYACUCHO,LUCANAS,CHIPAO,050606,3965.0,0.0,94.61152317452712,0.0
AYACUCHO,LUCANAS,HUAC-HUAS,050607,2692.0,0.0,74.4368400037147,0.0
AYACUCHO,LUCANAS,LARAMATE,050608,2117.0,0.0,131.38937089466228,0.0
AYACUCHO,LUCANAS,LEONCIO PRADO,050609,1592.0,0.9687313331997995,49.674409285175884,1.0
AYACUCHO,LUCANAS,LLAUTA,050610,1429.0,4.373220570156442,49.01331622743178,0.0
AYACUCHO,LUCANAS,LUCANAS,050611,3786.0,8.67877321781395,28.73658557844691,1.0
AYACUCHO,LUCANAS,OCANA,050612,3452.0,0.0,116.64142180533024,0.0
AYACUCHO,LUCANAS,OTOCA,050613,3013.0,0.0,72.52141444075673,0.0
AYACUCHO,LUCANAS,PUQUIO,050601,13991.0,16.45242223391975,4.2347761788864275,1.0
AYACUCHO,LUCANAS,SAISA,050614,875.0,0.0,102.94058198628571,0.0
AYACUCHO,LUCANAS,SAN CRISTOBAL,050615,1944.0,0.0,72.67691287037036,0.0
AYACUCHO,LUCANAS,SAN JUAN,050616,1286.0,9.073267125805748,27.475720211508552,1.0
AYACUCHO,LUCANAS,SAN PEDRO,050617,3418.0,4.722792573759371,39.30814614072557,1.0
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,050618,1550.0,0.0,106.73645806451613,0.0
AYACUCHO,LUCANAS,SANCOS,050619,5556.0,24.785200705734077,36.86876062419007,1.0
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,050620,745.0,0.0,77.13122093959733,0.0
AYACUCHO,LUCANAS,SANTA LUCIA,050621,1090.0,0.0,102.56628834862386,0.0
AYACUCHO,PARINACOCHAS,CHUMPI,050702,2981.0,15.190378765136048,17.875754986581686,1.0
AYACUCHO,PARINACOCHAS,CORACORA,050701,14749.0,13.701594766612482,21.41842502490339,0.5
AYACUCHO,PARINACOCHAS,CORONEL CASTANEDA,050703,1290.0,0.0,107.98519354651162,0.0
AYACUCHO,PARINACOCHAS,PACAPAUSA,050704,1607.0,0.0,89.69663447417548,0.0
AYACUCHO,PARINACOCHAS,PULLO,050705,4475.0,0.34171108549331636,113.94188107620111,0.0
AYACUCHO,PARINACOCHAS,PUYUSCA,050706,2364.0,2.7061741685909553,51.174599591370566,1.0
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,050707,680.0,0.0,118.22242355294118,0.0
AYACUCHO,PARINACOCHAS,UPAHUACHO,050708,1882.0,0.0,83.59604410201915,0.0
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,050802,797.0,0.0,160.79831117942285,0.0
AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,050803,566.0,0.0,202.4848554770318,0.0
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,050804,2473.0,0.0,98.25689647796199,0.0
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,050805,788.0,0.0,114.17508057106598,0.0
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,050806,1172.0,0.0,164.4201232764505,0.0
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,050807,678.0,0.0,82.0015327359882,0.0
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,050801,3050.0,0.0,92.08126027213116,0.0
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,050808,523.0,0.0,115.35310583556404,0.0
AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,050809,190.0,0.0,193.48481578947369,0.0
AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,050810,800.0,0.0,68.9802641375,0.0
AYACUCHO,SUCRE,BELEN,050902,640.0,0.0,174.43325778125,0.0
AYACUCHO,SUCRE,CHALCOS,050903,721.0,0.0,169.2800256033287,0.0
AYACUCHO,SUCRE,CHILCAYOC,050904,668.0,0.0,157.7134946706587,0.0
AYACUCHO,SUCRE,HUACANA,050905,642.0,0.0,110.55862925233646,0.0
AYACUCHO,SUCRE,MORCOLLA,050906,1603.0,0.0,125.35665888459138,0.0
AYACUCHO,SUCRE,PAICO,050907,1284.0,0.0,115.96188473520249,0.0
AYACUCHO,SUCRE,QUEROBAMBA,050901,2745.0,0.0,117.13681741056466,0.0
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,050908,970.0,0.0,72.50536092783504,0.0
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,050909,1600.0,0.0,154.77635678125,0.0
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,050910,921.0,0.0,92.85562222584147,0.0
AYACUCHO,SUCRE,SORAS,050911,1236.0,0.0,82.01753482200647,0.0
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,051002,2551.0,4.26667988753992,39.758799142297136,1.0
AYACUCHO,VICTOR FAJARDO,APONGO,051003,1256.0,0.0,133.61347929936306,0.0
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,051004,488.0,0.0,163.23268897540987,0.0
AYACUCHO,VICTOR FAJARDO,CANARIA,051005,4106.0,0.0,70.6531761434486,0.0
AYACUCHO,VICTOR FAJARDO,CAYARA,051006,1335.0,5.170449906640866,35.31032844344569,1.0
AYACUCHO,VICTOR FAJARDO,COLCA,051007,1220.0,8.491838452900097,25.095532786885247,1.0
AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,051008,1271.0,0.0,97.15851884343037,0.0
AYACUCHO,VICTOR FAJARDO,HUANCAPI,051001,2400.0,11.529985414414709,15.969974986,1.0
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,051009,1791.0,6.878245194115862,29.86800346901173,1.0
AYACUCHO,VICTOR FAJARDO,HUAYA,051010,3191.0,3.291428877475181,46.15353965434033,1.0
AYACUCHO,VICTOR FAJARDO,SARHUA,051011,3003.0,0.0,116.56512588078589,0.0
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,051012,2900.0,0.0,156.61751802413792,0.0
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,051102,1357.0,0.0,81.27900372881356,0.0
AYACUCHO,VILCAS HUAMAN,CARHUANCA,051103,1149.0,0.0,134.02246149695387,0.0
AYACUCHO,VILCAS HUAMAN,CONCEPCION,051104,2992.0,0.0,102.22498997326203,0.0
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,051105,2212.0,0.0,107.94856270524413,0.0
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,051106,1815.0,0.0,124.77579889807163,0.0
AYACUCHO,VILCAS HUAMAN,SAURAMA,051107,1464.0,0.0,109.86461256147541,0.0
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,051101,8629.0,0.0,76.69396583265733,0.0
