department,province,district,ubigeo,poblacion,n_puntos,poblacion_sin_ruta,t_medio_min,t_mediano_min,t_p90_min,km_medio_red,gini_tiempo,pob_hasta_30min,share_hasta_30min,share_banda_0_30min,pob_hasta_60min,share_hasta_60min,share_banda_30_60min,pob_hasta_120min,share_hasta_120min,share_banda_60_120min,share_mas_120min,pob_mas_120min
APURIMAC,AYMARAES,CARAYBAMBA,030403,1295.0,3,0.0,16.531695011683873,14.49311362502864,17.19994434530999,19.738442224333184,0.07871287608393607,1295.0,1.0,1.0,1295.0,1.0,0.0,1295.0,1.0,0.0,0.0,0.0
APURIMAC,AYMARAES,CHALHUANCA,030401,4560.0,2,0.0,2.8510982641656146,0.30000001192092896,6.6773756165239835,1.3754092769746324,0.7144483470807801,4560.0,1.0,1.0,4560.0,1.0,0.0,4560.0,1.0,0.0,0.0,0.0
APURIMAC,AYMARAES,CHAPIMARCA,030404,2221.0,3,0.0,56.947163169204735,38.41483131306096,76.41665861391118,62.54774122654667,0.1822469648830095,0.0,0.0,0.0,1060.0,0.47726249437190454,0.47726249437190454,2221.0,1.0,0.5227375056280954,0.0,0.0
APURIMAC,AYMARAES,COLCABAMBA,030405,819.0,2,0.0,47.23027155949519,45.61523005836889,47.987047476517525,52.84285149207482,0.01856326122539631,0.0,0.0,0.0,819.0,1.0,1.0,819.0,1.0,0.0,0.0,0.0
APURIMAC,AYMARAES,COTARUSE,030406,4045.0,3,0.0,26.442022825790424,19.0374109795753,22.135708395140135,33.86303167354928,0.19907306896376276,3782.0,0.9349814585908529,0.9349814585908529,3782.0,0.9349814585908529,0.0,4045.0,1.0,0.06501854140914709,0.0,0.0
APURIMAC,AYMARAES,HUAYLLO,030407,660.0,2,0.0,30.724651122815683,30.22166633605957,31.395149338111448,33.08334179502545,0.011955589422186663,0.0,0.0,0.0,660.0,1.0,1.0,660.0,1.0,0.0,0.0,0.0
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,030408,1037.0,2,0.0,60.31522376741945,57.44333267211914,63.13247294088048,72.49678238194612,0.03012077255110912,0.0,0.0,0.0,656.0,0.6325940212150434,0.6325940212150434,1037.0,1.0,0.3674059787849566,0.0,0.0
APURIMAC,AYMARAES,LUCRE,030409,2070.0,3,0.0,69.87738085207732,66.29366192949809,71.04146115641949,73.97549982485563,0.012094868768067979,0.0,0.0,0.0,0.0,0.0,0.0,2070.0,1.0,1.0,0.0,0.0
APURIMAC,AYMARAES,POCOHUANCA,030410,1158.0,3,0.0,88.57487773730553,84.44474188103733,93.62904583450651,94.26469716548097,0.030043298217558245,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,1.0,1.0,0.0,0.0
APURIMAC,AYMARAES,SAN JUAN DE CHACNA,030411,908.0,2,0.0,64.2993690053797,64.00333404541016,64.61069007994637,70.25782292739936,0.003006804111880146,0.0,0.0,0.0,0.0,0.0,0.0,908.0,1.0,1.0,0.0,0.0
APURIMAC,AYMARAES,SANAYCA,030412,1299.0,2,0.0,22.83760888802262,21.861665725708008,23.62226686789773,23.677820346647266,0.024640332344690097,1299.0,1.0,1.0,1299.0,1.0,0.0,1299.0,1.0,0.0,0.0,0.0
APURIMAC,AYMARAES,SORAYA,030413,771.0,2,0.0,14.539377346113035,11.668333053588867,18.828724693765444,18.504186815788774,0.1598174864901527,771.0,1.0,1.0,771.0,1.0,0.0,771.0,1.0,0.0,0.0,0.0
APURIMAC,AYMARAES,TAPAIRIHUA,030414,2131.0,2,0.0,53.16649488953009,52.4033317565918,53.76903372977277,67.48032739317959,0.012481630514678987,0.0,0.0,0.0,2131.0,1.0,1.0,2131.0,1.0,0.0,0.0,0.0
APURIMAC,AYMARAES,TINTAY,030415,3091.0,2,0.0,79.82845143244437,64.10980065109273,83.88729216146854,76.66675904791396,0.08578146789300123,0.0,0.0,0.0,740.0,0.23940472339048852,0.23940472339048852,3091.0,1.0,0.7605952766095114,0.0,0.0
APURIMAC,AYMARAES,TORAYA,030416,1690.0,2,0.0,40.26805694850944,38.606666564941406,42.14303897510875,45.22804163193562,0.02783102266187809,0.0,0.0,0.0,1690.0,1.0,1.0,1690.0,1.0,0.0,0.0,0.0
APURIMAC,AYMARAES,YANACA,030417,1182.0,2,0.0,69.48714354074546,67.14167022705078,71.18416943496533,62.80681153118308,0.018504764657804817,0.0,0.0,0.0,0.0,0.0,0.0,1182.0,1.0,1.0,0.0,0.0
APURIMAC,CHINCHEROS,ANCO_HUALLO,030602,11122.0,3,0.0,14.114543276582555,12.123332977294922,16.14472627957303,7.679722798597339,0.07265228525290479,11122.0,1.0,1.0,11122.0,1.0,0.0,11122.0,1.0,0.0,0.0,0.0
APURIMAC,CHINCHEROS,CHINCHEROS,030601,5706.0,3,0.0,2.2310544085678115,1.647714189001877,2.491749867692927,1.0226817851604766,0.15652550495728768,5706.0,1.0,1.0,5706.0,1.0,0.0,5706.0,1.0,0.0,0.0,0.0
APURIMAC,CHINCHEROS,COCHARCAS,030603,2254.0,2,0.0,62.98817833102479,58.308488566080726,64.15102876790365,36.43851346385722,0.03187533849703783,0.0,0.0,0.0,529.0,0.23469387755102042,0.23469387755102042,2254.0,1.0,0.7653061224489796,0.0,0.0
APURIMAC,CHINCHEROS,HUACCANA,030604,9194.0,4,0.0,54.8743726224362,62.519969867623374,74.17711864580984,36.06478922528393,0.21288236704743368,3325.5,0.3617032847509245,0.3617032847509245,4212.5,0.45817924733521864,0.09647596258429414,9194.0,1.0,0.5418207526647814,0.0,0.0
APURIMAC,CHINCHEROS,OCOBAMBA,030605,8020.0,3,0.0,43.40395052712457,32.01477724774257,54.29993278617101,31.015243191612033,0.14931255779501162,3624.0,0.45187032418952616,0.45187032418952616,8020.0,1.0,0.5481296758104739,8020.0,1.0,0.0,0.0,0.0
APURIMAC,CHINCHEROS,ONGOY,030606,8054.0,4,0.0,68.43272917283093,64.06804720386761,78.24490783747339,38.42641175992145,0.09035486844254481,0.0,0.0,0.0,3546.5,0.44034020362552767,0.44034020362552767,8054.0,1.0,0.5596597963744723,0.0,0.0
APURIMAC,CHINCHEROS,RANRACANCHA,030608,4642.0,2,0.0,35.91061576077364,34.05248252778592,36.36782987958062,21.360961967478122,0.02211358075600056,0.0,0.0,0.0,4642.0,1.0,1.0,4642.0,1.0,0.0,0.0,0.0
APURIMAC,CHINCHEROS,URANMARCA,030607,3040.0,3,0.0,57.436778721056484,54.45274467580569,60.7935301250574,38.261216124735384,0.03279904877562845,0.0,0.0,0.0,2351.0,0.7733552631578947,0.7733552631578947,3040.0,1.0,0.2266447368421053,0.0,0.0
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,030506,7417.0,2,0.0,68.77852442066224,48.524761438784395,73.39428334244438,62.94372412321685,0.1221071354288541,0.0,0.0,0.0,1667.0,0.22475394364298235,0.22475394364298235,7417.0,1.0,0.7752460563570176,0.0,0.0
APURIMAC,COTABAMBAS,COTABAMBAS,030502,4229.0,2,0.0,79.59739325147454,76.40778510583996,80.98422425749612,77.8210939473648,0.021293090726064334,0.0,0.0,0.0,0.0,0.0,0.0,4229.0,1.0,1.0,0.0,0.0
APURIMAC,COTABAMBAS,COYLLURQUI,030503,7547.0,3,0.0,112.69798779313858,104.95015224069586,120.75830695771008,96.92294215233544,0.04300606689296782,0.0,0.0,0.0,0.0,0.0,0.0,6522.0,0.8641844441499934,0.8641844441499934,0.1358155558500066,1024.9999999999998
APURIMAC,COTABAMBAS,HAQUIRA,030504,11402.0,4,0.0,55.128544175944775,46.83585478614894,66.53990529324275,61.00170042020901,0.09410298870032108,0.0,0.0,0.0,6507.0,0.5706893527451324,0.5706893527451324,11402.0,1.0,0.42931064725486756,0.0,0.0
APURIMAC,COTABAMBAS,MARA,030505,6141.0,2,0.0,41.19942425912802,39.31788756434652,41.44891076482243,42.735015906411725,0.01559193529503422,0.0,0.0,0.0,6141.0,1.0,1.0,6141.0,1.0,0.0,0.0,0.0
APURIMAC,COTABAMBAS,TAMBOBAMBA,030501,10315.0,3,0.0,15.827996595889344,5.61691706830805,27.83062788435008,8.533575322404973,0.48201389084527135,6734.5,0.6528841492971401,0.6528841492971401,10315.0,1.0,0.3471158507028599,10315.0,1.0,0.0,0.0,0.0
APURIMAC,GRAU,CHUQUIBAMBILLA,030701,5495.0,2,0.0,104.9306173406155,97.21880868520746,109.52776442258838,115.38151031993974,0.038372346528250056,0.0,0.0,0.0,0.0,0.0,0.0,5495.0,1.0,1.0,0.0,0.0
APURIMAC,GRAU,CURASCO,030714,1469.0,2,0.0,78.42962040910922,76.10333251953125,81.23591816195973,100.62674064973814,0.020635378855897835,0.0,0.0,0.0,0.0,0.0,0.0,1469.0,1.0,1.0,0.0,0.0
APURIMAC,GRAU,CURPAHUASI,030702,2346.0,2,0.0,123.3444208989058,117.75358575191756,124.10804747264913,108.92895873347004,0.015623842998085169,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.18073316283034954,0.18073316283034954,0.8192668371696504,1922.0
APURIMAC,GRAU,GAMARRA,030703,3965.0,2,0.0,115.1451119036873,114.85333251953125,115.02467416533342,113.13874724726058,0.0022636770212840496,0.0,0.0,0.0,0.0,0.0,0.0,3965.0,1.0,1.0,0.0,0.0
APURIMAC,GRAU,HUAYLLATI,030704,1830.0,2,0.0,93.3250733464142,91.22684530976154,94.04536906195231,106.6675567001593,0.010971571389235879,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,1.0,1.0,0.0,0.0
APURIMAC,GRAU,MAMARA,030705,938.0,2,0.0,127.27614446286199,124.00937981699028,128.4725424673043,155.80922189806063,0.01284064819198738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,938.0
APURIMAC,GRAU,MICAELA BASTIDAS,030706,1255.0,2,0.0,100.6702501942912,95.8438055468801,103.40876355078227,131.55772182874946,0.026311001470773476,0.0,0.0,0.0,0.0,0.0,0.0,1255.0,1.0,1.0,0.0,0.0
APURIMAC,GRAU,PATAYPAMPA,030707,1049.0,3,0.0,143.59524277213418,138.40167236328125,150.45638141702463,148.2814199413085,0.02552542520602652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1049.0
APURIMAC,GRAU,PROGRESO,030708,2723.0,2,0.0,47.553008404191345,42.516666412353516,54.43687620701763,59.41199916765351,0.07837266679649513,0.0,0.0,0.0,2015.0000000000002,0.7399926551597503,0.7399926551597503,2723.0,1.0,0.2600073448402497,0.0,0.0
APURIMAC,GRAU,SAN ANTONIO,030709,361.0,2,0.0,110.48769093352341,109.70999908447266,111.09530449725213,140.54352888704338,0.006122320993273811,0.0,0.0,0.0,0.0,0.0,0.0,361.0,1.0,1.0,0.0,0.0
APURIMAC,GRAU,SANTA ROSA,030710,873.0,2,0.0,125.30512607220521,124.5052923294011,125.71439464752085,136.2678260409955,0.0035254784183041954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,873.0
APURIMAC,GRAU,TURPAY,030711,849.0,2,0.0,155.34459322332916,153.1699981689453,158.0848611226896,171.20108210155905,0.009942414745613859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,849.0
APURIMAC,GRAU,VILCABAMBA,030712,1213.0,2,0.0,105.19373276876401,103.81500244140625,107.23214935783868,139.57738221271512,0.010707850920449569,0.0,0.0,0.0,0.0,0.0,0.0,1213.0,1.0,1.0,0.0,0.0
APURIMAC,GRAU,VIRUNDO,030713,998.0,2,0.0,168.0985854766173,167.97500610351562,167.97747274780272,164.5918797739522,0.0006614967643587821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,998.0
AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,040102,72696.0,1,0.0,5.086666584014893,5.086666584014893,5.086666584014893,2.9482998847961426,,72696.0,1.0,1.0,72696.0,1.0,0.0,72696.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,AREQUIPA,040101,61519.0,1,0.0,1.7483333349227905,1.7483333349227905,1.7483333349227905,0.8432999849319458,,61519.0,1.0,1.0,61519.0,1.0,0.0,61519.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,CAYMA,040103,75359.0,2,0.0,1.9707360825316982,1.4783333539962769,1.4783333539962769,0.9385368715187241,0.24789113854732991,74766.0,0.9921309996151754,0.9921309996151754,74766.0,0.9921309996151754,0.0,75359.0,1.0,0.007869000384824631,0.0,0.0
AREQUIPA,AREQUIPA,CERRO COLORADO,040104,113171.0,3,0.0,5.828625188331545,1.5049999952316284,9.37385171044955,3.250451126387547,0.4287280726260513,113171.0,1.0,1.0,113171.0,1.0,0.0,113171.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,CHARACATO,040105,7307.0,2,0.0,12.047246020029814,11.925000190734863,12.22853374085603,6.301061821845287,0.008272461688815236,7307.0,1.0,1.0,7307.0,1.0,0.0,7307.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,CHIGUATA,040106,2689.0,3,0.0,17.4020317222337,13.430000305175781,21.873772228175195,11.976408197694482,0.12567639582772916,2689.0,1.0,1.0,2689.0,1.0,0.0,2689.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,JACOBO HUNTER,040107,46092.0,1,0.0,9.796667098999023,9.796667098999023,9.796667098999023,6.398499965667725,,46092.0,1.0,1.0,46092.0,1.0,0.0,46092.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,040129,76410.0,1,0.0,2.5183334350585938,2.5183334350585938,2.5183334350585938,0.9761999845504761,,76410.0,1.0,1.0,76410.0,1.0,0.0,76410.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,LA JOYA,040108,25094.0,5,0.0,61.186920167383775,59.27347344088267,64.30636406339606,50.80481705924396,0.023083393590981438,0.0,0.0,0.0,14774.0,0.5887463138598868,0.5887463138598868,25094.0,1.0,0.41125368614011315,0.0,0.0
AREQUIPA,AREQUIPA,MARIANO MELGAR,040109,52144.0,1,0.0,2.9783332347869873,2.9783332347869873,2.9783332347869873,1.5492000579833984,,52144.0,1.0,1.0,52144.0,1.0,0.0,52144.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,MIRAFLORES,040110,50704.0,1,0.0,1.8033332824707031,1.8033332824707031,1.8033332824707031,0.9437000155448914,,50704.0,1.0,1.0,50704.0,1.0,0.0,50704.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,MOLLEBAYA,040111,1410.0,2,0.0,18.743581203704185,17.818231245366537,19.0983126919444,10.98445207311752,0.02512276856636242,1410.0,1.0,1.0,1410.0,1.0,0.0,1410.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,PAUCARPATA,040112,120446.0,1,0.0,2.450000047683716,2.450000047683716,2.450000047683716,0.9855999946594238,,120446.0,1.0,1.0,120446.0,1.0,0.0,120446.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,POCSI,040113,613.0,3,0.0,40.81918925523369,40.383334159851074,44.74772732538335,28.620175173387636,0.06603606612759294,0.0,0.0,0.0,613.0,1.0,1.0,613.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,POLOBAYA,040114,1445.0,3,0.0,40.97193536197438,39.35333251953125,43.15464262177672,29.386500488598042,0.02844167428268285,0.0,0.0,0.0,1445.0,1.0,1.0,1445.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,QUEQUENA,040115,1262.0,2,0.0,25.532422629475782,24.929185431757016,25.72317076555062,17.78724248737994,0.011162026326336227,1262.0,1.0,1.0,1262.0,1.0,0.0,1262.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,SABANDIA,040116,3752.0,3,0.0,8.698555435453143,7.684999942779541,9.785292638608112,4.547066679387204,0.1009794336402553,3752.0,1.0,1.0,3752.0,1.0,0.0,3752.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,SACHACA,040117,17537.0,2,0.0,6.52087638649639,6.434999942779541,6.434999942779541,4.212252706093861,0.01283829323186847,17537.0,1.0,1.0,17537.0,1.0,0.0,17537.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,040118,1298.0,2,0.0,17.74831259746581,16.40120386857591,18.336240529574557,16.265540155313783,0.040379037767033665,1298.0,1.0,1.0,1298.0,1.0,0.0,1298.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,040119,2103.0,3,0.0,134.53043911834587,138.02135712007131,141.94560443182678,93.30052605165055,0.04955600603588861,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.17070851165002376,0.17070851165002376,0.8292914883499762,1744.0
AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,040120,1268.0,2,0.0,18.340560520484996,18.05666732788086,18.05666732788086,15.488064832115775,0.014514596781361133,1268.0,1.0,1.0,1268.0,1.0,0.0,1268.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,040121,4459.0,2,0.0,40.48011308915146,39.87666702270508,39.87666702270508,37.00999075544605,0.01341950941545822,0.0,0.0,0.0,4459.0,1.0,1.0,4459.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,SOCABAYA,040122,60641.0,4,0.0,8.470126813749307,7.351666450500488,14.242449788528507,5.046804295313378,0.11170488743301599,60641.0,1.0,1.0,60641.0,1.0,0.0,60641.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,TIABAYA,040123,15131.0,4,0.0,12.192750865930481,11.461504489137315,12.758967310180978,7.5748389524364415,0.04944336648518055,15131.0,1.0,1.0,15131.0,1.0,0.0,15131.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,UCHUMAYO,040124,12216.0,5,0.0,18.316701556313795,17.827158396988846,19.164640330228625,12.273899917752429,0.023838341789633177,12216.0,1.0,1.0,12216.0,1.0,0.0,12216.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,VITOR,040125,3003.0,2,0.0,44.633304354591125,44.457410435991235,44.738149567667,42.93395846579974,0.002058042426469564,0.0,0.0,0.0,3003.0,1.0,1.0,3003.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,YANAHUARA,040126,22920.0,2,0.0,2.2284881232296607,2.1066665649414062,2.1066665649414062,0.9189086435508977,0.054594011392131714,22890.0,0.9986910994764397,0.9986910994764397,22890.0,0.9986910994764397,0.0,22920.0,1.0,0.0013089005235602524,0.0,0.0
AREQUIPA,AREQUIPA,YARABAMBA,040127,1031.0,3,0.0,26.218575620974995,24.00088051130187,28.892016771356147,18.149428914289356,0.0626255651190687,694.0,0.6731328806983511,0.6731328806983511,1031.0,1.0,0.3268671193016489,1031.0,1.0,0.0,0.0,0.0
AREQUIPA,AREQUIPA,YURA,040128,16020.0,3,0.0,20.922710610031338,18.209999084472656,18.209999084472656,14.597009630000844,0.11874431008737463,14542.0,0.9077403245942571,0.9077403245942571,16020.0,1.0,0.09225967540574287,16020.0,1.0,0.0,0.0,0.0
AREQUIPA,CAMANA,CAMANA,040201,15215.0,2,0.0,72.65090607973137,72.63333129882812,72.63333129882812,84.48854820008268,0.0002327969737234703,0.0,0.0,0.0,0.0,0.0,0.0,15215.0,1.0,1.0,0.0,0.0
AREQUIPA,CAMANA,JOSE MARIA QUIMPER,040202,3919.0,3,0.0,81.0801149111799,81.31396803797644,81.89212710368903,91.64218246136797,0.009280652616270868,0.0,0.0,0.0,0.0,0.0,0.0,3919.0,1.0,1.0,0.0,0.0
AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,040203,4397.0,3,0.0,191.6714304615374,185.8386494086699,189.4847361806787,199.02137875030982,0.013856551442561926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4397.0
AREQUIPA,CAMANA,MARISCAL CACERES,040204,5983.0,4,0.0,86.50544133569691,82.5982666015625,92.67459029852877,96.79318588743955,0.03975767795192331,0.0,0.0,0.0,0.0,0.0,0.0,5983.0,1.0,1.0,0.0,0.0
AREQUIPA,CAMANA,NICOLAS DE PIEROLA,040205,6065.0,3,0.0,74.20487055515123,75.30842380040518,76.74968524836228,84.61650631771732,0.030552881579958613,0.0,0.0,0.0,703.0,0.11591096455070074,0.11591096455070074,6065.0,1.0,0.8840890354492993,0.0,0.0
AREQUIPA,CAMANA,OCONA,040206,4686.0,3,0.0,125.82384855015584,123.55214901556334,129.08470695897154,141.91558246555564,0.013736775363175524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4686.0
AREQUIPA,CAMANA,QUILCA,040207,846.0,2,0.0,68.36744584428503,67.91399147141148,68.4894633333448,72.82481993005631,0.0029374854180951315,0.0,0.0,0.0,0.0,0.0,0.0,846.0,1.0,1.0,0.0,0.0
AREQUIPA,CAMANA,SAMUEL PASTOR,040208,14023.0,4,0.0,70.80373853781266,69.56798813934458,71.93279951189106,83.68610561076784,0.008157266530046337,0.0,0.0,0.0,0.0,0.0,0.0,14023.0,1.0,1.0,0.0,0.0
AREQUIPA,CARAVELI,ACARI,040302,4020.0,2,0.0,65.1179753773248,64.48971829138958,65.12860772077792,66.12269454120997,0.002298517817943879,0.0,0.0,0.0,0.0,0.0,0.0,4020.0,1.0,1.0,0.0,0.0
AREQUIPA,CARAVELI,ATICO,040303,4164.0,3,0.0,147.83583245107923,146.02333068847656,150.59936138832407,167.3223855076331,0.009667916490124218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4164.0
AREQUIPA,CARAVELI,ATIQUIPA,040304,781.0,2,0.0,59.49625454364146,59.24833297729492,59.85596338815063,57.6925964697375,0.0034360503096957373,0.0,0.0,0.0,644.0,0.8245838668373879,0.8245838668373879,781.0,1.0,0.17541613316261206,0.0,0.0
AREQUIPA,CARAVELI,BELLA UNION,040305,4529.0,3,0.0,77.55698307009558,80.87364882780689,81.88139480462388,78.99134812509811,0.04236769836469145,0.0,0.0,0.0,0.0,0.0,0.0,4529.0,1.0,1.0,0.0,0.0
AREQUIPA,CARAVELI,CAHUACHO,040306,881.0,2,0.0,87.4632408237349,86.91500091552734,88.1615931768266,106.4835691506151,0.004475275931013156,0.0,0.0,0.0,0.0,0.0,0.0,881.0,1.0,1.0,0.0,0.0
AREQUIPA,CARAVELI,CARAVELI,040301,3929.0,2,0.0,156.5526623180969,156.48666381835938,156.48666381835938,160.18970079972988,0.0003978609382374598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3929.0
AREQUIPA,CARAVELI,CHALA,040307,5237.0,2,0.0,82.30601787002618,82.30000305175781,82.30000305175781,76.95914710093847,6.664578138160238e-05,0.0,0.0,0.0,0.0,0.0,0.0,5237.0,1.0,1.0,0.0,0.0
AREQUIPA,CARAVELI,CHAPARRA,040308,3876.0,3,0.0,133.66611432881547,126.91554981206087,137.7764449233497,159.92976360498199,0.02993484810329694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3876.0
AREQUIPA,CARAVELI,HUANUHUANU,040309,2539.0,2,0.0,119.72626084293518,116.35347511098276,119.2520304714153,110.92906779724578,0.0020165467997964592,0.0,0.0,0.0,0.0,0.0,0.0,2539.0,1.0,1.0,0.0,0.0
AREQUIPA,CARAVELI,JAQUI,040310,1741.0,2,0.0,5.20577262202465,1.0950000286102295,11.364362490985956,3.7811620384711495,0.6358980597639707,1741.0,1.0,1.0,1741.0,1.0,0.0,1741.0,1.0,0.0,0.0,0.0
AREQUIPA,CARAVELI,LOMAS,040311,1183.0,2,0.0,58.70329689032328,53.55197726385677,58.62506220081823,90.36557338969342,0.01814717473806393,0.0,0.0,0.0,1183.0,1.0,1.0,1183.0,1.0,0.0,0.0,0.0
AREQUIPA,CARAVELI,QUICACHA,040312,1885.0,2,0.0,109.72497884816137,109.60166931152344,109.89656321207683,141.8917224752492,0.0009377963284026292,0.0,0.0,0.0,0.0,0.0,0.0,1885.0,1.0,1.0,0.0,0.0
AREQUIPA,CARAVELI,YAUCA,040313,1708.0,2,0.0,34.87530048557969,34.71333312988281,35.08554398386102,27.5442361675325,0.003920910488084406,0.0,0.0,0.0,1708.0,1.0,1.0,1708.0,1.0,0.0,0.0,0.0
AREQUIPA,CASTILLA,ANDAGUA,040402,1340.0,2,0.0,128.2941976120223,120.53056346107279,132.03677675471457,137.03519457916715,0.03307367261198624,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.35895522388059703,0.35895522388059703,0.6410447761194029,858.9999999999999
AREQUIPA,CASTILLA,APLAO,040401,9277.0,3,0.0,13.552815481726435,5.870921415628683,20.987540532267126,12.612917582870777,0.42074990504873877,9277.0,1.0,1.0,9277.0,1.0,0.0,9277.0,1.0,0.0,0.0,0.0
AREQUIPA,CASTILLA,AYO,040403,360.0,2,0.0,169.4490704006619,169.02667236328125,170.00833877252072,180.02576666937935,0.0018141846647827808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,360.0
AREQUIPA,CASTILLA,CHACHAS,040404,2280.0,2,0.0,163.22853513349565,162.1818199268801,163.51502609475102,143.06643440514281,0.0028594709176064104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2280.0
AREQUIPA,CASTILLA,CHILCAYMARCA,040405,842.0,2,0.0,181.8371685689532,176.5066680908203,185.9666749802681,163.25375784830922,0.01660701637598261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,842.0
AREQUIPA,CASTILLA,CHOCO,040406,1120.0,3,0.0,265.13888124738423,259.9217238987573,271.831000053189,171.31019236700877,0.02626584144486277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1120.0
AREQUIPA,CASTILLA,HUANCARQUI,040407,1445.0,2,0.0,7.415339069300457,5.758333206176758,9.822191709608543,4.196443120006046,0.18417765766954497,1445.0,1.0,1.0,1445.0,1.0,0.0,1445.0,1.0,0.0,0.0,0.0
AREQUIPA,CASTILLA,MACHAGUAY,040408,921.0,2,0.0,79.05797230640788,78.55162148726613,79.3316560845626,79.0154506753762,0.0035467798639002845,0.0,0.0,0.0,0.0,0.0,0.0,921.0,1.0,1.0,0.0,0.0
AREQUIPA,CASTILLA,ORCOPAMPA,040409,8355.0,2,0.0,173.41298022176034,168.6728173741435,174.16123583810995,143.4006632998345,0.009891542939918563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8355.0
AREQUIPA,CASTILLA,PAMPACOLCA,040410,3188.0,2,0.0,86.28723402513913,81.38500213623047,90.08924706947278,77.94626698799085,0.03220231862713108,0.0,0.0,0.0,0.0,0.0,0.0,3188.0,1.0,1.0,0.0,0.0
AREQUIPA,CASTILLA,TIPAN,040411,591.0,2,0.0,56.52885486712512,54.04617384997281,57.251901395971124,57.20297830520346,0.02007780756637423,0.0,0.0,0.0,591.0,1.0,1.0,591.0,1.0,0.0,0.0,0.0
AREQUIPA,CASTILLA,UNON,040412,366.0,2,0.0,77.46082545629616,69.66500091552734,87.52316344918557,66.20998313778736,0.07231936403321082,0.0,0.0,0.0,0.0,0.0,0.0,366.0,1.0,1.0,0.0,0.0
AREQUIPA,CASTILLA,URACA,040413,7201.0,3,0.0,23.17631474237875,24.859045717719894,25.358476013661168,22.99328378551024,0.06786253215911908,7201.0,1.0,1.0,7201.0,1.0,0.0,7201.0,1.0,0.0,0.0,0.0
AREQUIPA,CASTILLA,VIRACO,040414,2096.0,2,0.0,68.64024496988486,63.41364948310303,71.2520658341206,73.03289271856993,0.041910832434391865,0.0,0.0,0.0,0.0,0.0,0.0,2096.0,1.0,1.0,0.0,0.0
